filename,band_id,x_center,width,energy,sn_ratio,sharpness,delta_chroma,symmetry,label
098.bmp,0,17,13,16.0787,13.71,3.65,0.93,0.266,0
098.bmp,1,42,11,69.2882,59.07,10.58,31.31,0.2783,0
098.bmp,2,61,12,69.2351,59.02,10.91,34.45,0.2331,0
098.bmp,3,82,11,40.6231,34.63,10.11,11.42,0.4666,0
099.bmp,0,10,10,45.6319,28.88,13.57,11.39,0.2348,0
099.bmp,1,33,9,69.4637,43.96,21.05,11.96,0.1903,0
099.bmp,2,54,11,54.1208,34.25,8.24,27.26,0.3467,0
099.bmp,3,75,12,17.436,11.04,6.24,0.36,0.7984,0
100.bmp,0,14,9,36.0651,34.31,11.32,7.37,0.6863,0
100.bmp,1,36,11,37.1511,35.35,8.4,12.39,0.3398,0
100.bmp,2,56,11,48.8051,46.43,4.38,25.24,0.2663,0
100.bmp,3,74,10,9.6849,9.21,2.97,1.53,0.6321,0
101.bmp,0,15,12,8.6057,5.94,2.13,0.7,0.2967,0
101.bmp,1,45,11,33.3835,23.06,4.18,15.59,0.098,0
101.bmp,2,64,11,37.573,25.95,10.68,14.48,0.2654,0
101.bmp,3,85,12,30.0502,20.76,7.74,15.3,0.3945,0
102.bmp,0,12,9,36.7167,30.49,7.3,7.1,0.7212,0
102.bmp,1,33,11,44.855,37.24,12.72,14.25,0.2198,0
102.bmp,2,52,9,57.0506,47.37,15.05,5.5,0.1677,0
102.bmp,3,77,8,14.3902,11.95,6.55,0.53,0.3744,0
103.bmp,0,42,13,49.868,37.66,1.78,0.96,0.9525,0
103.bmp,1,62,9,64.7542,48.91,19.04,20.87,0.1127,0
103.bmp,2,85,11,60.4512,45.66,10.04,20.32,0.588,0
104.bmp,0,12,8,53.4501,14.3,8.77,29.64,0.4123,0
104.bmp,1,31,9,58.7473,15.72,9.26,27.9,0.1622,0
104.bmp,2,47,9,61.9857,16.58,13.58,29.55,0.1011,0
104.bmp,3,62,8,59.3288,15.87,13.64,16.73,0.5425,0
104.bmp,4,81,7,52.1065,13.94,10.71,23.15,0.3955,0
105.bmp,0,15,10,11.6956,7.68,3.15,1.48,0.3265,0
105.bmp,1,41,12,74.8402,49.16,13.92,33.81,0.4494,0
105.bmp,2,60,13,49.2574,32.36,14.79,15.91,0.1508,0
105.bmp,3,79,13,44.0091,28.91,12.44,10.54,0.5944,0
106.bmp,0,7,9,29.7318,20.72,12.14,4.1,0.224,0
106.bmp,1,27,10,39.7442,27.7,4.06,18.48,0.2934,0
106.bmp,2,50,8,12.5349,8.74,3.79,8.58,0.2882,0
106.bmp,3,70,9,63.3858,44.18,4.68,15.79,0.4338,0
107.bmp,0,15,9,7.9885,4.56,3.32,3.03,0.7792,0
107.bmp,1,41,12,41.4145,23.65,11.16,11,0.2324,0
107.bmp,2,65,11,86.4824,49.38,10.63,46.3,0.4126,0
107.bmp,3,85,12,48.3783,27.62,8.48,18.17,0.5295,0
108.bmp,0,18,9,14.616,9.79,7.25,2.93,0.5565,0
108.bmp,1,47,10,39.1851,26.25,14.59,11.96,0.3572,0
108.bmp,2,66,11,49.4356,33.11,11.62,23.51,0.326,0
108.bmp,3,85,10,44.8615,30.05,12.92,21.57,0.2328,0
109.bmp,0,15,9,89.3858,70.35,10.11,44.88,0.3564,0
109.bmp,1,36,9,34.9886,27.54,6.36,8.36,0.4561,0
109.bmp,2,59,10,64.6599,50.89,22.32,20.4,0.321,0
109.bmp,3,84,10,17.399,13.69,8.47,3.89,0.4262,0
110.bmp,0,14,9,100.8712,73.85,11.49,49.9,0.401,0
110.bmp,1,30,10,43.2683,31.68,6.71,19.76,0.1199,0
110.bmp,2,48,12,55.1628,40.39,17.35,13.76,0.359,0
110.bmp,3,85,11,27.1231,19.86,8.53,8.53,0.2999,0
111.bmp,0,13,11,60.293,31.43,16.39,25.38,0.1888,0
111.bmp,1,31,10,78.5325,40.94,15.23,31.43,0.3073,0
111.bmp,2,48,10,80.6763,42.05,17.21,32.96,0.3024,0
111.bmp,3,76,12,34.3661,17.91,13.95,3.19,0.4784,0
112.bmp,0,8,9,34.3294,23.52,11.05,1.04,0.1066,0
112.bmp,1,33,8,58.4122,40.01,8.71,24.95,0.3115,0
112.bmp,2,53,8,71.5209,48.99,21.25,11.53,0.4992,0
112.bmp,3,74,10,49.683,34.03,15.35,13.89,0.3494,0
113.bmp,0,12,12,27.6733,21.08,7.98,1.03,0.2946,0
113.bmp,1,31,10,51.3083,39.08,13.13,15.59,0.3239,0
113.bmp,2,52,11,70.1475,53.42,10.53,33.47,0.1042,0
113.bmp,3,71,9,24.0606,18.32,8.07,5.29,0.4714,0
114.bmp,0,14,10,32.3879,20.46,12.44,2.42,0.615,0
114.bmp,1,38,10,57.3804,36.26,16.48,13.28,0.0774,0
114.bmp,2,61,9,36.3699,22.98,9.57,18.47,0.3478,0
114.bmp,3,79,10,118.8586,75.1,15.83,41.21,0.6373,0
115.bmp,0,23,11,29.7119,14.49,13.61,0.56,0.8266,0
115.bmp,1,50,12,54.7499,26.7,4.13,22.72,0.224,0
115.bmp,2,70,9,61.6491,30.07,25.9,13.59,0.3123,0
115.bmp,3,87,9,57.3661,27.98,13.2,28.42,0.3351,0
116.bmp,0,18,12,22.6373,15.89,9.37,1.48,0.6039,0
116.bmp,1,38,12,58.741,41.22,5.65,28.93,0.1436,0
116.bmp,2,57,10,65.0885,45.67,20.04,12.52,0.1064,0
116.bmp,3,80,13,35.9323,25.21,11.71,10.91,0.6259,0
117.bmp,0,3,6,33.3603,26.86,12.8,12.61,0.0316,0
117.bmp,1,29,15,17.2667,13.9,18.43,5.13,0.8759,0
117.bmp,2,50,13,65.7789,52.97,18.97,17.29,0.156,0
117.bmp,3,71,10,20.395,16.42,5.66,3.87,0.3167,0
118.bmp,0,44,11,23.4176,17.73,2.13,9.72,0.2522,0
118.bmp,1,64,11,24.5436,18.58,2.05,14.54,0.3526,0
118.bmp,2,85,13,29.1008,22.03,1.86,1.73,0.0999,0
119.bmp,0,12,6,2.49,1.7,1.89,1.06,0.4569,0
119.bmp,1,31,7,2.2114,1.51,1.95,0.41,0.6716,1
119.bmp,2,43,11,3.1398,2.14,1.36,0.32,0.6777,0
119.bmp,3,64,12,75.9127,51.82,8.8,44.78,0.49,0
119.bmp,4,88,12,25.369,17.32,2.79,2.51,0,0
120.bmp,0,13,13,10.1961,7.37,1.41,0.82,0,0
120.bmp,1,47,10,44.5324,32.21,6.55,18.29,0.2511,0
120.bmp,2,63,9,80.441,58.18,8.33,36.92,0.2984,0
120.bmp,3,77,7,14.1858,10.26,5.38,2.77,0.5356,0
121.bmp,0,12,11,49.2795,32.4,1.83,2.34,0.8991,0
121.bmp,1,34,11,44.8059,29.45,1.83,0.89,0.7822,0
121.bmp,2,54,10,53.1516,34.94,1.56,1.33,0.2507,0
121.bmp,3,81,11,15.5097,10.2,5.55,2.29,0.1622,0
122.bmp,0,14,13,29.5814,24.44,10.1,4.54,0.0932,0
122.bmp,1,40,12,60.7131,50.16,6.35,31.51,0.4307,0
122.bmp,2,59,11,36.1535,29.87,8.65,6.69,0,0
123.bmp,0,14,8,58.0797,57.21,2.01,14.75,0.1938,0
123.bmp,1,33,8,60.6875,59.78,17.04,23.22,0.2838,0
123.bmp,2,50,10,84.8794,83.6,18.08,36.62,0.2827,0
123.bmp,3,69,8,27.0871,26.68,12.21,8.25,0.3803,0
124.bmp,0,17,9,77.0853,45.87,2.41,23.11,0.2237,0
124.bmp,1,37,8,71.0731,42.29,18.1,27.29,0.4257,0
124.bmp,2,54,9,83.6033,49.75,20.19,39.56,0.2131,0
124.bmp,3,73,9,30.598,18.21,8.19,14.48,0.2657,0
125.bmp,0,13,11,91.1613,70.35,11.82,33.62,0.6286,0
125.bmp,1,30,10,65.626,50.64,10.52,33.07,0.3372,0
125.bmp,2,52,11,90.5562,69.88,12.72,38.93,0.2802,0
125.bmp,3,78,10,34.9107,26.94,17.05,11.46,0.276,0
126.bmp,0,12,12,86.8058,58.6,11.68,37.21,0.4498,0
126.bmp,1,28,10,70.2724,47.44,10.59,31.26,0.4816,0
126.bmp,2,50,11,87.4959,59.07,12.4,30.05,0.4552,0
126.bmp,3,75,11,28.5531,19.28,15.78,9.04,0.2735,0
127.bmp,0,12,10,74.2489,35.91,15.17,35.73,0.4083,0
127.bmp,1,31,9,112.3104,54.31,13.9,54.45,0.2013,0
127.bmp,2,52,9,48.1426,23.28,17.14,13.28,0.2168,0
127.bmp,3,77,12,16.1246,7.8,6.81,4.8,0.9716,0
128.bmp,0,14,11,52.4709,35,13.31,23.7,0.4878,0
128.bmp,1,33,12,56.9684,38,18.29,17.46,0.3198,0
128.bmp,2,51,11,96.9295,64.66,14.99,36.56,0.4895,0
128.bmp,3,76,11,33.4155,22.29,10.13,10.28,0.5459,0
129.bmp,0,15,10,54.9668,39.52,17.8,17.16,0.36,0
129.bmp,1,35,10,95.6381,68.76,17.2,44.28,0.1198,0
129.bmp,2,52,10,92.8637,66.76,14.59,39.62,0.2903,0
129.bmp,3,77,10,31.8204,22.88,10.7,10.82,0.371,0
130.bmp,0,13,11,96.4554,70.81,16.81,47.93,0.2127,0
130.bmp,1,34,10,88.097,64.67,0.63,44.41,0.2073,0
130.bmp,2,52,10,91.8916,67.46,13.87,39.22,0.3233,0
130.bmp,3,72,10,27.4686,20.16,10.78,9.77,0.3596,0
131.bmp,0,13,10,112.3117,61.52,21.11,52.2,0.4397,0
131.bmp,1,30,8,55.1804,30.23,13.99,25.15,0.2745,0
131.bmp,2,52,9,62.1658,34.05,25.43,10.75,0.2011,0
131.bmp,3,76,10,33.523,18.36,14.69,9.9,0.3708,0
132.bmp,0,19,11,41.7694,32.12,9.83,22.13,0.2464,0
132.bmp,1,38,11,59.7985,45.99,19.42,23.88,0.1926,0
132.bmp,2,57,10,74.045,56.94,8.31,38.03,0.1703,0
132.bmp,3,83,13,26.2215,20.16,10.72,7.33,0.3817,0
133.bmp,0,16,11,27.9089,15.04,13.56,5.29,0.5144,0
133.bmp,1,43,9,73.3919,39.56,17.69,31.02,0.3883,0
133.bmp,2,62,10,83.0398,44.76,20.56,38.18,0.3434,0
133.bmp,3,78,10,41.9699,22.62,13.05,19.24,0.2957,0
134.bmp,0,17,12,38.9516,16.92,21.14,16.21,0.6061,0
134.bmp,1,34,9,74.0916,32.18,18.62,32.83,0.1326,0
134.bmp,2,50,9,75.1498,32.64,17.47,29.28,0.3167,0
134.bmp,3,78,11,30.9769,13.45,15.66,5.06,0.2592,0
135.bmp,0,14,10,40.4174,30.65,18.03,9.56,0.1808,0
135.bmp,1,31,12,42.2593,32.05,17.55,1.16,0.5825,0
135.bmp,2,50,9,32.8955,24.95,16.36,6.01,0.4667,0
135.bmp,3,77,7,6.2175,4.71,1.71,1.52,0.2545,0
136.bmp,0,13,10,82.9585,42.75,19.79,35.71,0.5006,0
136.bmp,1,29,10,44.0127,22.68,12.21,24.92,0.0607,0
136.bmp,2,46,12,54.6195,28.15,21.35,12.95,0.3917,0
136.bmp,3,81,12,27.981,14.42,13.27,5.4,0.185,0
137.bmp,0,18,11,65.2873,50.78,8.2,27.83,0.4072,0
137.bmp,1,35,9,46.7259,36.34,13.46,14.07,0.601,0
137.bmp,2,60,12,67.6878,52.65,15.21,31.2,0.0776,0
137.bmp,3,85,9,5.045,3.92,1.56,1.24,0.1045,0
138.bmp,0,12,8,69.9796,39.57,12.71,27.47,0.4508,0
138.bmp,1,30,9,29.1414,16.48,5.16,12.57,0.2721,0
138.bmp,2,50,10,37.794,21.37,10.83,8.69,0.1233,0
138.bmp,3,72,11,11.5201,6.51,10.54,7.05,0.699,0
139.bmp,0,14,10,75.7678,47.59,16.53,36.51,0.1106,0
139.bmp,1,34,9,67.9403,42.67,28.17,15.68,0.2307,0
139.bmp,2,54,12,66.9602,42.06,3.08,2.2,0.3246,0
139.bmp,3,77,11,8.6281,5.42,2.91,4.79,0.3791,0
140.bmp,0,17,9,22.2685,15.33,7.69,4.85,0.3037,0
140.bmp,1,40,10,65.7705,45.27,20.54,9.78,0.1827,0
140.bmp,2,59,10,53.3986,36.76,19.87,10.81,0.2993,0
140.bmp,3,78,9,50.4666,34.74,9.11,22.54,0.7045,0
141.bmp,0,19,10,56.009,32.14,11.33,29.24,0.6846,0
141.bmp,1,37,10,20.5182,11.77,6.31,12.15,0.1434,0
141.bmp,2,59,9,48.9414,28.08,5.83,16.04,0.2746,0
141.bmp,3,78,5,8.3429,4.79,5.49,5.19,0.6985,0
142.bmp,0,15,11,68.4128,27.73,12.89,25.25,0.3824,0
142.bmp,1,33,11,61.1794,24.8,24.31,23,0.9574,0
142.bmp,2,48,10,77.5562,31.43,22.05,27.19,0.2241,0
142.bmp,3,63,9,62.3375,25.27,21.3,19.67,0.2899,0
142.bmp,4,80,9,50.9476,20.65,18.95,7.93,0.7209,0
143.bmp,0,25,8,10.438,6.83,4.7,0.65,0,1
143.bmp,1,44,11,59.2595,38.8,14.48,30.44,0.4181,0
143.bmp,2,63,9,34.7395,22.74,9.58,15.73,0.2848,0
143.bmp,3,85,9,42.1843,27.62,16.45,9.03,0.3865,0
144.bmp,0,12,10,55.5976,37.98,17.84,20.29,0.3249,0
144.bmp,1,31,10,61.7734,42.2,24.32,3.69,0.1687,0
144.bmp,2,52,10,78.0215,53.3,6.47,39.02,0.095,0
144.bmp,3,71,9,30.969,21.16,11.71,4.09,0.5948,0
145.bmp,0,34,10,54.029,17.08,8.73,26.77,0.1779,0
145.bmp,1,54,10,50.229,15.88,17.21,15.01,0.4328,0
145.bmp,2,76,9,35.1845,11.12,18.19,12.13,0.5864,0
146.bmp,0,14,9,18.8708,8.24,6.88,5.36,0.6115,0
146.bmp,1,35,11,56.2547,24.57,7.5,24.17,0.1377,0
146.bmp,2,55,11,53.2602,23.26,14.57,19.28,0.4605,0
146.bmp,3,77,10,40.0019,17.47,13.14,12.69,0.4785,0
147.bmp,0,14,9,16.0888,11.29,8.49,2.05,0.4198,0
147.bmp,1,30,9,95.9793,67.38,9.09,47.02,0.2734,0
147.bmp,2,45,9,73.7416,51.77,14.41,34.8,0.2581,0
147.bmp,3,78,9,15.3417,10.77,1.94,10.23,0.4619,0
148.bmp,0,11,11,53.9133,24.62,2.49,0.83,0,0
148.bmp,1,32,11,110.0286,50.25,7.92,50.47,0.3378,0
148.bmp,2,50,10,21.8058,9.96,8.7,3.82,0.1203,0
148.bmp,3,77,14,11.9777,5.47,9.1,1.35,0.2062,0
149.bmp,0,17,10,8.3208,5.01,1.23,3.6,0.4002,0
149.bmp,1,45,12,46.1314,27.75,25.37,9.79,0.6521,0
149.bmp,2,63,10,51.1263,30.76,22.98,14.87,0.1676,0
149.bmp,3,80,8,49.044,29.51,14.73,15.87,0.5769,0
150.bmp,0,25,11,10.3326,8,4.83,4.37,0.4934,0
150.bmp,1,52,8,32.1489,24.9,15.53,6.46,0.3185,0
150.bmp,2,70,11,49.8552,38.62,11.77,25.12,0.3451,0
150.bmp,3,89,10,59.3313,45.96,14.64,25.81,0.2945,0
151.bmp,0,23,8,11.9774,6.73,5.15,3.31,0.5845,0
151.bmp,1,39,11,65.9306,37.04,12.18,32.25,0.2933,0
151.bmp,2,59,10,34.1635,19.19,14.59,6.4,0.266,0
152.bmp,0,16,12,71.9254,44.76,3.42,3.47,0.3484,0
152.bmp,1,34,10,42.0332,26.16,3.45,19.57,0.2825,0
152.bmp,2,54,10,42.9901,26.75,3.24,19.88,0.3842,0
152.bmp,3,80,6,12.0322,7.49,6.7,3.12,1,0
153.bmp,0,11,13,39.5471,19.59,14.4,8.14,0.1722,0
153.bmp,1,39,12,64.2407,31.82,6.25,31.26,0.0913,0
153.bmp,2,58,9,24.9653,12.37,1.58,3.28,0.5226,0
153.bmp,3,77,11,82.8355,41.03,10.02,37.47,0.3815,0
154.bmp,0,14,9,14.9184,9.16,6.62,4.05,0.2469,0
154.bmp,1,39,9,53.6441,32.95,13.65,24.68,0.123,0
154.bmp,2,57,8,53.0373,32.58,22.44,5.54,0.3927,0
154.bmp,3,79,11,30.8167,18.93,18.68,6.28,0.5354,0
155.bmp,0,17,10,10.4394,4.18,6.5,3.18,0.7132,0
155.bmp,1,37,14,61.6853,24.72,23.59,16.66,0.0986,0
155.bmp,2,57,15,11.4308,4.58,20.14,1.69,0.9829,0
156.bmp,0,21,10,5.998,3.7,1.23,3.38,0.3609,1
156.bmp,1,44,9,12.8669,7.94,4.2,4.48,0.4958,0
156.bmp,2,61,11,20.576,12.7,5.13,1.54,0.7632,0
156.bmp,3,78,11,21.3404,13.17,2.68,11.47,0.3187,0
157.bmp,0,8,10,6.8097,4.43,0.95,5.45,0.0979,0
157.bmp,1,37,11,3.221,2.09,5.19,1.76,0.9901,1
157.bmp,2,49,10,13.2209,8.6,5.19,3.82,0.3191,0
157.bmp,3,66,10,17.3908,11.31,5.64,2.2,0,0
157.bmp,4,81,9,21.8906,14.23,1.39,9.89,0.254,0
158.bmp,0,15,7,30.604,22.35,1.61,16.02,0.473,0
158.bmp,1,29,6,37.6506,27.5,17.37,3.74,0.3047,0
158.bmp,2,43,8,46.3059,33.82,1.21,0.63,0.2576,0
158.bmp,3,81,8,3.897,2.85,3.75,1.31,0,0
159.bmp,0,10,10,55.6484,26.19,2.51,2.37,0,0
159.bmp,1,27,9,84.9799,39.99,10.77,39.25,0.3362,0
159.bmp,2,49,8,55.1339,25.95,9.23,20.87,0.2014,0
159.bmp,3,69,8,11.7877,5.55,8.19,4.88,0.0757,0
160.bmp,0,12,10,50.5253,26.93,22.53,11.66,0.15,0
160.bmp,1,29,10,58.0973,30.96,28.32,14.61,0.5899,0
160.bmp,2,50,10,65.0775,34.68,15.38,30.04,0.2198,0
160.bmp,3,75,10,19.3791,10.33,7.19,4.45,0.3154,0
161.bmp,0,14,9,45.4715,17.44,20.87,5.94,0.2557,0
161.bmp,1,31,11,60.5821,23.24,23.08,14.11,0.2507,0
161.bmp,2,50,10,57.4418,22.04,12.31,26.44,0.2311,0
161.bmp,3,76,10,22.9946,8.82,13.17,7.81,0.1864,0
162.bmp,0,17,12,55.6437,32.69,1.81,21.38,0.8534,0
162.bmp,1,35,10,39.2395,23.06,1.52,21.83,0.2768,0
162.bmp,2,54,12,29.9378,17.59,1.47,11.63,0.2635,0
162.bmp,3,85,11,36.119,21.22,9.59,10.99,0.1115,0
163.bmp,0,13,10,23.4538,10.17,10.53,6.96,0.1967,0
163.bmp,1,35,11,51.0677,22.15,20.97,13.73,0.1581,0
163.bmp,2,55,11,58.5539,25.4,12.03,32.05,0.1532,0
164.bmp,0,16,12,38.3002,12.88,3.04,22.2,0.556,0
164.bmp,1,35,11,35.1675,11.83,2.59,14.86,0.2068,0
164.bmp,2,54,9,23.3538,7.85,3.18,8.14,0.2161,0
165.bmp,0,17,13,47.7891,14.53,2.97,28.74,0.5367,0
165.bmp,1,35,11,39.0149,11.87,2.27,20.88,0.5482,0
165.bmp,2,53,10,34.4053,10.46,1.77,16.22,0.2138,0
165.bmp,3,83,11,28.4899,8.66,8.93,12.49,0.1805,0
166.bmp,0,16,10,36.261,26.88,0.46,0.83,0,0
166.bmp,1,35,10,38.163,28.29,12.89,11.39,0.1513,0
166.bmp,2,54,10,61.9873,45.95,15.3,24.08,0.2001,0
166.bmp,3,69,9,33.7668,25.03,13.7,1.8,0.5539,0
167.bmp,0,15,13,51.984,32.68,3.04,25.45,0.5908,0
167.bmp,1,33,10,31.1172,19.56,2.55,11.05,0.201,0
167.bmp,2,52,10,25.2887,15.9,1.73,4.84,0.2161,0
168.bmp,0,13,10,12.3325,3.24,9.15,5.19,0.4757,0
168.bmp,1,33,12,39.3038,10.34,19.09,14.15,0.2231,0
168.bmp,2,54,12,43.3699,11.41,7.19,26.55,0.1131,0
169.bmp,0,12,12,45.1216,18.8,12.99,19.34,0.2545,0
169.bmp,1,30,10,77.2733,32.2,18.28,33.75,0.312,0
169.bmp,2,48,9,71.7202,29.88,15.08,29.42,0.2963,0
169.bmp,3,76,11,39.3304,16.39,15.41,6.55,0.169,0
170.bmp,0,14,13,22.8068,12.39,13.55,4.8,0.2611,0
170.bmp,1,40,11,50.9067,27.67,4.59,24.01,0.2966,0
170.bmp,2,58,11,44.8374,24.37,14.36,16.33,0.1106,0
170.bmp,3,78,11,35.75,19.43,10.03,18.8,0.389,0
171.bmp,0,9,8,42.5228,23.4,19.67,7.04,0.0697,0
171.bmp,1,31,10,70.0315,38.54,25.7,14.04,0.2326,0
171.bmp,2,51,10,61.8132,34.02,13.9,28.6,0.1074,0
171.bmp,3,74,10,27.7127,15.25,10.48,3.46,0.4449,0
172.bmp,0,12,10,45.7973,21.3,15.75,7.05,0.6343,0
172.bmp,1,36,9,55.0577,25.61,24.23,4.3,0.0885,0
172.bmp,2,57,9,41.0683,19.1,12.23,19.42,0.2418,0
172.bmp,3,75,11,84.9913,39.54,16.67,31.19,0.5378,0
173.bmp,0,14,9,31.0112,15.7,14.36,4.7,0.1214,0
173.bmp,1,37,11,86.8367,43.96,15.84,29.82,0.4973,0
173.bmp,2,54,11,49.7276,25.17,20.51,16.14,0.3647,0
173.bmp,3,73,12,47.562,24.08,27.9,15.39,0.9008,0
174.bmp,0,16,11,22.6901,13.4,4.97,9.1,0.4809,0
174.bmp,1,40,10,89.357,52.76,18.81,36.97,0.1798,0
174.bmp,2,58,11,94.584,55.84,17.02,40.95,0.2171,0
174.bmp,3,77,9,49.0949,28.99,16.54,10.62,0.3759,0
175.bmp,0,12,10,73.4566,11.44,11.73,11.76,0.2372,0
175.bmp,1,33,10,71.4873,11.13,22.38,47.01,0.5881,0
175.bmp,2,47,10,86.6992,13.5,23.18,46.85,0.484,0
175.bmp,3,63,9,92.2056,14.36,21.07,57.56,0.5053,0
175.bmp,4,80,8,93.5204,14.56,23.29,21.91,0.7254,0
176.bmp,0,12,10,101.5204,51.96,12.88,31.07,0.7972,0
176.bmp,1,30,9,68.2238,34.92,17.39,27.84,0.4031,0
176.bmp,2,52,9,75.8531,38.82,18.68,38.58,0.275,0
176.bmp,3,68,12,15.1995,7.78,11.1,6.92,0.4815,1
177.bmp,0,13,9,20.4564,12.5,11.37,4.71,0.8213,0
177.bmp,1,41,9,38.2673,23.38,17.65,6.24,0.6468,0
177.bmp,2,60,9,44.9971,27.49,12.76,18.57,0.2068,0
177.bmp,3,76,9,50.6066,30.91,15.84,7.86,0.3216,0
178.bmp,0,15,11,33.1327,26.21,17.26,3.37,0.3192,0
178.bmp,1,38,10,81.7295,64.66,15.25,38.52,0.1188,0
178.bmp,2,56,11,69.7488,55.18,1.22,34.01,0.2135,0
178.bmp,3,76,11,88.112,69.7,17.73,37.64,0.3396,0
179.bmp,0,12,11,42.9312,22.13,17.51,10.73,0.3174,0
179.bmp,1,34,10,63.6104,32.79,25.96,13.54,0.1172,0
179.bmp,2,54,10,63.3392,32.65,11.56,30.42,0.1568,0
179.bmp,3,74,11,31.4605,16.22,14.53,3.27,0.5732,0
180.bmp,0,13,10,60.4387,36.53,9.57,13.5,0.5246,0
180.bmp,1,32,10,93.8077,56.69,12.05,45.4,0.6336,0
180.bmp,2,52,10,31.7589,19.19,15.67,5.2,0.2763,0
180.bmp,3,79,7,9.215,5.57,5.41,2.44,0.2075,0
181.bmp,0,13,10,46.5374,31.47,21.8,3.95,0.607,0
181.bmp,1,31,12,54.8048,37.06,21.8,28.33,0.727,0
181.bmp,2,51,8,35.0766,23.72,13.5,7.62,0.1634,0
181.bmp,3,75,7,20.6826,13.99,14.61,6.87,0.2258,0
182.bmp,0,11,8,16.1351,8.71,7.96,3.03,0.5508,0
182.bmp,1,37,11,42.9992,23.21,19.96,10.32,0.1585,0
182.bmp,2,58,11,90.0609,48.62,15.7,41.96,0.2326,0
182.bmp,3,77,10,66.8519,36.09,12.35,32.86,0.0594,0
183.bmp,0,6,9,16.498,7.98,7.09,5.19,0.3382,0
183.bmp,1,33,9,64.1217,31.03,11.34,29.64,0.3179,0
183.bmp,2,52,8,64.5845,31.25,28.17,16.32,0.1356,0
183.bmp,3,72,10,37.5896,18.19,20,10.48,0.4648,0
184.bmp,0,9,7,33.1996,23,16.33,1.23,0.2968,0
184.bmp,1,31,10,64.4487,44.66,7.88,33.71,0.2977,0
184.bmp,2,52,10,18.3226,12.7,6.81,0.82,0.1964,0
184.bmp,3,72,10,54.7948,37.97,7.06,21.27,0.4652,0
185.bmp,0,19,10,31.1479,18.49,13.74,6.56,0.1479,0
185.bmp,1,39,11,70.2895,41.74,10.4,35.53,0.2974,0
185.bmp,2,55,10,69.772,41.43,27.8,12.15,0.0867,0
185.bmp,3,78,11,57.747,34.29,22.76,22.61,0.0733,0
186.bmp,0,15,11,26.7872,9.39,14.75,4.25,0.5657,0
186.bmp,1,38,11,78.3849,27.49,9.59,40.21,0.1962,0
186.bmp,2,57,10,30.2871,10.62,1.14,2.57,0.3276,0
186.bmp,3,76,11,106.4551,37.33,13.72,49.74,0.5995,0
187.bmp,0,9,12,22.9766,14.64,10.26,3.76,0.8826,0
187.bmp,1,30,9,44.3764,28.28,19.53,12.7,0.2698,0
187.bmp,2,51,10,74.3316,47.37,15.28,33.46,0.144,0
187.bmp,3,68,9,26.338,16.78,9.76,2.31,0.5143,0
188.bmp,0,11,9,38.0827,17.34,8.43,14.25,0.4304,0
188.bmp,1,31,9,46.3539,21.11,19.8,12.23,0.1681,0
188.bmp,2,50,8,71.4532,32.54,26.27,18.78,0.2625,0
188.bmp,3,73,9,32.7323,14.91,13.02,6.18,0.2624,0
189.bmp,0,11,9,124.2902,51.37,17.35,37.69,0.8989,0
189.bmp,1,30,8,57.9888,23.97,9.44,25.24,0.3919,0
189.bmp,2,50,9,80.7598,33.38,22.14,26.6,0.1424,0
189.bmp,3,72,9,27.2985,11.28,18.74,6.61,0.8198,0
190.bmp,0,15,11,23.3274,9.01,13.76,3.53,0.1932,0
190.bmp,1,39,12,42.8101,16.53,2.11,15.88,0.8653,0
190.bmp,2,59,9,60.3808,23.31,23.16,16.62,0.3693,0
190.bmp,3,79,10,67.5854,26.09,17.63,30.82,0.4086,0
191.bmp,0,16,10,79.4786,53.49,9.77,21.22,0.7042,0
191.bmp,1,39,9,77.5411,52.19,10.82,38.84,0.2963,0
191.bmp,2,56,10,86.2953,58.08,1.28,27.3,0.7151,0
191.bmp,3,74,10,30.2636,20.37,12.97,2.97,0.5291,0
192.bmp,0,15,11,49.1794,27.74,10.7,12.87,0.7794,0
192.bmp,1,33,9,81.3787,45.9,13.09,37.73,0.3133,0
192.bmp,2,49,9,70.2034,39.6,11.12,30.73,0.2538,0
192.bmp,3,77,11,36.3308,20.49,19.94,6.37,0.5225,0
193.bmp,0,10,13,22.4649,16.4,7.21,4,0.1363,0
193.bmp,1,36,10,26.6649,19.47,8.6,3.57,0.4192,0
193.bmp,2,58,12,105.6339,77.14,10.71,52.5,0.1267,0
193.bmp,3,78,12,60.6206,44.27,2.03,3.84,0,0
194.bmp,0,6,8,39.385,19.17,16.79,5.28,0.1715,0
194.bmp,1,31,15,20.0841,9.77,18.41,15.73,0.646,0
194.bmp,2,53,13,58.669,28.55,18.41,6.69,0.2024,0
194.bmp,3,71,8,10.8778,5.29,5.99,4.96,0.4894,0
195.bmp,0,10,9,106.1122,62.27,18.9,38.17,0.7656,0
195.bmp,1,27,10,53.7409,31.54,11.81,27.6,0.537,0
195.bmp,2,44,11,54.4083,31.93,18.18,12.72,0.2283,0
195.bmp,3,78,12,32.4112,19.02,17.97,6.47,0.4093,0
196.bmp,0,11,7,26.5965,11.38,15.95,6.95,0.5735,0
196.bmp,1,41,11,69.7224,29.82,2.92,36.92,0.2722,0
196.bmp,2,57,10,62.5494,26.76,23.83,14.53,0.2515,0
196.bmp,3,74,8,76.6247,32.78,14.92,23.69,0.9228,0
