filename,band_id,x_center,median_l,median_a,median_b,median_c,delta_chroma,std_l,label_id
097.bmp,3,79,39.73,1.84,8.69,8.88,1,2.28,10
098.bmp,0,17,57.79,-1.8,7.28,7.5,7.32,8.61,10
098.bmp,1,42,43.38,30.31,7.53,31.23,33.64,0.95,2
098.bmp,2,61,42.76,31.02,9.77,32.52,34.89,0.77,2
098.bmp,3,82,38.25,11.16,4.84,12.16,14.46,2.98,1
099.bmp,0,10,22.51,13.97,12.8,18.94,12.33,2.65,1
099.bmp,1,33,4.72,4.42,-7.16,8.41,16.49,6.58,0
099.bmp,2,54,36.13,29.58,14.27,32.84,27.87,2.67,2
099.bmp,3,75,43.66,1.23,9.73,9.81,1.1,3.38,10
100.bmp,0,14,10.58,10.84,6.02,12.4,10.74,2.72,1
100.bmp,1,36,15.85,-12.67,2.88,12.99,13.74,1.7,5
100.bmp,2,56,28.99,16.12,21.63,26.98,25.04,1.31,3
100.bmp,3,74,32.26,0.31,5.05,5.06,3.46,2.27,10
101.bmp,0,15,39.07,-0.97,5.27,5.35,1.28,1.92,10
101.bmp,1,45,38.21,10.73,17.62,20.64,18.29,2.13,3
101.bmp,2,64,21.23,12.78,4.3,13.48,14.49,1.44,1
101.bmp,3,85,28.66,-15.89,-2.84,16.14,15.84,1.04,5
102.bmp,0,12,37.32,-12.47,6.86,14.23,14.84,5.44,5
102.bmp,1,33,22.49,12.67,21,24.53,14.59,2.5,1
102.bmp,2,52,9.27,6.23,6.52,9.02,6.73,6.35,0
102.bmp,3,77,41.52,0.94,11.8,11.83,0.8,5.04,10
103.bmp,0,42,67.96,-12.25,34.77,36.86,28.85,2.02,4
103.bmp,1,62,16.16,3.7,-12.23,12.78,21.46,3.33,0
103.bmp,2,85,37.54,30.28,13.66,33.22,29.86,1.77,2
104.bmp,0,12,17.82,22.59,-8.05,23.98,30.99,4.21,2
104.bmp,1,31,11.37,20.33,-9.31,22.36,28.8,2.13,2
104.bmp,2,47,0.28,1.97,-5.35,5.7,30.12,0.11,0
104.bmp,3,62,0.51,3.12,-9.04,9.56,26.29,1.91,0
104.bmp,4,81,3.29,3.51,-11.33,11.86,23.97,5.48,1
105.bmp,0,15,80.28,-2.31,8.48,8.79,8.44,11.96,10
105.bmp,1,41,45.67,32.09,8.76,33.27,36.07,2.62,2
105.bmp,2,60,36.21,12.26,6.08,13.68,16.32,1.25,1
105.bmp,3,79,42.43,-22.48,-2.38,22.61,19.72,1.23,5
106.bmp,0,7,32.43,2.73,7.44,7.92,5.82,8.56,10
106.bmp,1,27,41.08,11.3,18.85,21.98,19.95,2.86,3
106.bmp,2,50,57.09,3.42,-6.92,7.72,9.38,18.89,9
106.bmp,3,70,45.01,18.23,30.07,35.16,33.13,5.42,3
107.bmp,0,15,49.13,-1.31,6.48,6.62,3.34,3.07,10
107.bmp,1,41,25.32,10.64,6.86,12.66,10.89,3.21,1
107.bmp,2,65,29.28,16.83,-33.39,37.39,46.07,4.1,7
107.bmp,3,85,32.39,25.09,8.66,26.54,25.03,1.8,2
108.bmp,0,18,24.82,0.64,16.92,16.93,2.93,3.84,10
108.bmp,1,47,7.62,9.86,5.98,11.53,12.66,5.7,1
108.bmp,2,66,16.6,24.03,16.5,29.15,24.06,1.41,2
108.bmp,3,85,15.63,22.41,16.03,27.55,22.39,1.3,2
109.bmp,0,15,47.02,14.38,-34.42,37.3,46.32,3.51,7
109.bmp,1,36,53.61,-19.55,7.53,20.95,18.61,3.87,5
109.bmp,2,59,26.94,1.83,-13.73,13.86,23.18,5.65,0
109.bmp,3,84,56.34,-2.03,5.48,5.85,3.92,3.47,10
110.bmp,0,14,35.96,24.36,-41.68,48.28,51.78,2.28,7
110.bmp,1,30,45.31,-17.78,-2.96,18.03,20.12,1.49,5
110.bmp,2,48,22.67,12.34,-3.44,12.81,13.91,3.33,1
110.bmp,3,85,41.63,-1.27,12.76,12.82,8.56,5.63,10
111.bmp,0,13,59,1.53,-19.32,19.38,25.2,1.14,8
111.bmp,1,31,56.15,31.11,10.21,32.74,33.55,2.62,2
111.bmp,2,48,56.59,32.68,10.9,34.45,35.2,2.04,2
111.bmp,3,76,63.15,-4.25,3.85,5.74,2.76,5.85,10
112.bmp,0,8,28.99,1.24,7.6,7.7,2.26,13.96,10
112.bmp,1,33,35.06,26.89,13.66,30.16,26.51,5.41,2
112.bmp,2,53,3.39,3.59,-3.68,5.14,13.78,9.67,0
112.bmp,3,74,24.2,13.45,16.91,21.6,14.63,2.94,1
113.bmp,0,12,85.96,-1.97,-16.92,17.04,15.75,3.68,9
113.bmp,1,31,29.31,8.66,11.95,14.76,15.8,3.84,1
113.bmp,2,52,38.49,32.81,10.81,34.55,34.93,1.69,2
113.bmp,3,71,45.97,0,4.8,4.8,6.09,3.96,10
114.bmp,0,14,52.12,-2.08,8.56,8.81,3.59,3.78,10
114.bmp,1,38,37.76,9.75,-2.81,10.15,13.03,1.79,1
114.bmp,2,61,57.28,-16.67,-3.48,17.03,18.6,3.94,5
114.bmp,3,79,51.51,26.91,-49.58,56.41,61.38,2.33,7
115.bmp,0,23,55.09,-1.77,3.09,3.56,2.32,11.27,10
115.bmp,1,50,73.99,13.6,29.78,32.74,29.04,9.95,3
115.bmp,2,70,30.71,3,-5.93,6.65,12.42,10.97,0
115.bmp,3,87,52.8,27.3,12.73,30.12,30.34,2.54,2
116.bmp,0,18,54.9,-1.45,5.41,5.6,6.38,6.13,10
116.bmp,1,38,56.92,17.77,23.91,29.78,31.62,1.63,3
116.bmp,2,57,18.97,3.45,-16.38,16.74,16.26,4.47,0
116.bmp,3,80,39.94,10.81,3.22,11.28,13.24,1.69,1
117.bmp,0,3,18.12,11.61,2.33,11.84,13.25,2.61,1
117.bmp,1,29,53.26,0.39,-14.17,14.18,21.04,1.81,8
117.bmp,2,50,5.26,3.62,-10.42,11.03,17.82,1.51,0
117.bmp,3,71,41.11,-2.48,11.53,11.8,4.98,2.25,10
118.bmp,0,44,51.75,9.33,22.78,24.62,14.8,1.9,3
118.bmp,1,64,52.01,10.02,22.03,24.2,14.51,1.72,3
118.bmp,2,85,54.91,12.58,29.08,31.68,21.88,0.43,3
119.bmp,0,43,43.15,-2.38,9.32,9.62,2.05,1.86,10
119.bmp,1,64,21.37,15.45,-32.45,35.94,44.86,2.35,7
119.bmp,2,88,47.43,-7.94,26.01,27.19,18.15,1.89,4
120.bmp,0,13,39.71,-3.01,14.77,15.08,6.99,7.05,10
120.bmp,1,47,18.66,22.66,16.17,27.84,22.04,2.82,2
120.bmp,2,63,12.81,11.67,-28.02,30.36,38.89,3.62,6
120.bmp,3,77,23.24,4.25,7.23,8.38,3.5,3.19,1
121.bmp,0,12,63.22,12.95,36.88,39.08,27.29,1.58,3
121.bmp,1,34,61.68,11.88,33.49,35.54,23.76,1.68,3
121.bmp,2,54,65.54,-8.7,38.49,39.46,29.01,2,4
121.bmp,3,81,45.44,0.31,12.45,12.45,2.23,6.07,10
122.bmp,0,14,40.66,0.98,2.97,3.13,4.72,4.37,10
122.bmp,1,40,56.92,18.69,24.77,31.03,32.77,2.22,3
122.bmp,2,59,75.16,1.59,-21.72,21.78,20.96,3.13,8
123.bmp,0,14,68.19,-8.34,32.22,33.28,30.93,2.17,4
123.bmp,1,33,37.3,16.11,-13.92,21.29,23.58,7.35,7
123.bmp,2,50,35.24,34.84,18.92,39.65,39.73,2.64,2
123.bmp,3,69,58.79,-5.47,12.44,13.59,11.17,9.11,10
124.bmp,0,17,70.77,-10.95,45.3,46.6,42.41,1.73,4
124.bmp,1,37,37.47,17.45,-17.59,24.78,28.84,1.75,7
124.bmp,2,54,40.15,34.45,19.2,39.44,39.35,2.67,2
124.bmp,3,73,62.13,-6.78,17.94,19.18,14.91,4.52,10
125.bmp,0,13,57.44,21.02,41.63,46.64,46.14,1.72,3
125.bmp,1,30,60.82,18.45,28.85,34.25,33.92,1.9,3
125.bmp,2,52,55.81,13.77,40.56,42.84,42.12,4.95,3
125.bmp,3,78,62.35,-6.23,11.98,13.5,11.9,11.76,10
126.bmp,0,12,64.23,20.66,42.95,47.66,43.76,1.89,3
126.bmp,1,28,63.45,17.02,33.91,37.94,34.2,3.22,3
126.bmp,2,50,60.91,17.59,41.8,45.35,41.22,3.99,3
126.bmp,3,75,67.68,-7.22,15.21,16.84,10.69,7.94,10
127.bmp,0,12,42.21,38.51,17.42,42.27,37.85,1.67,2
127.bmp,1,31,40.69,15.87,-32.81,36.45,57.75,2.13,7
127.bmp,2,52,30.97,14.92,26.09,30.05,14.19,2.59,1
127.bmp,3,77,55.87,-4.64,28.66,29.03,8.03,4,10
128.bmp,0,14,42.46,-27.74,12.89,30.59,24.33,3.67,5
128.bmp,1,33,29.82,14.34,16.32,21.73,18.51,2.77,1
128.bmp,2,51,34.82,41.41,27.38,49.64,47.67,3.07,2
128.bmp,3,76,50.47,-3,25.7,25.87,14.4,4.25,10
129.bmp,0,15,32.68,14.71,13.98,20.3,17.83,1.52,1
129.bmp,1,35,36.24,41.46,23.97,47.89,46.22,2.63,2
129.bmp,2,52,35.96,39.87,24.82,46.96,44.96,3.37,2
129.bmp,3,77,48.86,-4.26,22.7,23.1,12.16,3.82,10
130.bmp,0,13,35,42.77,22.8,48.47,48.85,1.11,2
130.bmp,1,34,66.64,-12.6,57.78,59.14,46.82,5.95,4
130.bmp,2,52,37.69,36.84,24.2,44.08,43.48,3.02,2
130.bmp,3,72,47.78,-2.58,21.19,21.34,9.82,5.01,10
131.bmp,0,13,50.24,16.98,-37.72,41.37,56.2,1.71,7
131.bmp,1,30,62.83,-25.94,6.73,26.8,25.93,3.44,5
131.bmp,2,52,36.86,4.45,4.36,6.23,12.5,2.34,1
131.bmp,3,76,61.98,-8.78,21.86,23.56,9.77,3.72,10
132.bmp,0,19,45.12,-25.91,10.79,28.07,22.15,1.39,5
132.bmp,1,38,29.02,20.41,17.07,26.6,24.76,2.43,1
132.bmp,2,57,49.74,21.15,41.94,46.97,39.14,2.25,3
132.bmp,3,83,43.57,-3.04,19.05,19.29,7.33,2.45,10
133.bmp,0,16,59.22,-6.22,15.02,16.25,5.65,2.28,10
133.bmp,1,43,52.02,32.14,25.72,41.16,35.12,2.31,2
133.bmp,2,62,51.37,37.14,34.72,50.84,43.46,6.37,2
133.bmp,3,78,64.94,-7.31,-5.59,9.21,20.16,9.14,8
134.bmp,0,17,56.94,-6.44,-1.5,6.61,19.49,1.83,8
134.bmp,1,34,46.74,33.88,25.61,42.47,34.94,3.16,2
134.bmp,2,50,46.7,36.61,20.48,41.95,36.75,5.12,2
134.bmp,3,78,52.66,-5.75,18.06,18.96,5.91,3.63,10
135.bmp,0,14,28.45,6.7,14.7,16.15,10.27,4.38,1
135.bmp,1,31,53.49,-2.86,-2.22,3.62,24.59,2.69,8
135.bmp,2,50,32.17,6.09,19,19.95,7.13,4.01,1
135.bmp,3,77,54.68,-1.65,21.88,21.94,1.43,5.31,10
136.bmp,0,13,52.31,6.45,-26.88,27.64,44.22,1.82,7
136.bmp,1,29,66.66,-25.86,7.33,26.88,25.42,1.74,5
136.bmp,2,46,44.9,2.56,3.67,4.48,13.67,2.25,1
136.bmp,3,81,60.92,-7.86,21.88,23.24,7.84,1.47,10
137.bmp,0,18,48.53,5.75,-11.25,12.63,34.68,2.02,7
137.bmp,1,35,35.97,-18.53,14.72,23.67,18.61,4.42,5
137.bmp,2,60,34.56,31.2,22.8,38.64,32.89,2.28,2
137.bmp,3,85,59.31,-3.91,20.09,20.47,3.37,1.96,10
138.bmp,0,12,25.59,11.24,-22.42,25.08,38.67,8.27,7
138.bmp,1,30,22.94,-10.53,18.39,21.19,13.8,4.9,5
138.bmp,2,50,5.8,-1.39,6.12,6.27,10.19,3.32,0
138.bmp,3,72,22.59,-3.25,20.04,20.3,7.76,8.67,10
139.bmp,0,14,37.22,38.26,23.55,44.93,37.61,2.71,2
139.bmp,1,34,15.44,-4.47,7.66,8.87,16.05,2.63,0
139.bmp,2,54,77.12,-12.48,58.22,59.54,37.7,2.44,4
139.bmp,3,77,66.36,-3.8,25.62,25.9,5.24,2.22,10
140.bmp,0,17,55.51,-4.86,22.07,22.6,5.35,10.16,10
140.bmp,1,40,20.61,-6.52,17.4,18.58,9.37,15.94,0
140.bmp,2,59,32.46,12.1,25.2,27.96,12.04,3.77,1
140.bmp,3,78,57.8,-25.75,13.63,29.14,27.88,3.72,5
141.bmp,0,19,58.48,19.05,28.52,34.29,30.94,3.71,3
141.bmp,1,37,87.92,-0.78,-6.56,6.61,12.45,15.75,9
141.bmp,2,59,56.15,15,23.44,27.83,24.47,6.71,3
141.bmp,3,78,65.45,-4.17,13.88,14.49,8.34,8.34,10
142.bmp,0,15,49.63,18.96,-14.99,24.17,34.72,3.6,2
142.bmp,1,33,48.7,5.12,-15.19,16.03,29.79,5.23,2
142.bmp,2,48,30.65,-7.09,-11.14,13.21,34.51,3.55,0
142.bmp,3,63,33.22,-7.38,-19.95,21.27,26.12,15.91,0
142.bmp,4,80,40.19,0.59,-25.45,25.46,19.24,7.85,1
143.bmp,0,44,55.6,21.51,27.21,34.68,31.07,1.32,3
143.bmp,1,63,55.99,-19.69,5.38,20.41,16.12,2.11,5
143.bmp,2,85,41.07,4.4,18.49,19.01,12.27,3.6,1
144.bmp,0,12,32.06,14.7,21.06,25.69,20.61,1.48,1
144.bmp,1,31,13.31,-5.48,6.34,8.39,5.55,5.35,0
144.bmp,2,52,48.77,22.16,43.48,48.8,41.01,3.17,3
144.bmp,3,71,45.4,-2.14,17.91,18.03,6.51,4.99,10
145.bmp,0,34,50.78,28.92,16.09,33.1,28.06,3.93,2
145.bmp,1,54,36.9,-5.91,1.6,6.12,18.56,12.02,0
145.bmp,2,76,49.58,5.56,8.34,10.03,11.43,5.74,1
146.bmp,0,14,59.41,-2.41,16.77,16.94,5.58,7.01,10
146.bmp,1,35,50.78,23.86,10.59,26.11,25.34,4.26,2
146.bmp,2,55,29.78,-4.33,3.39,5.5,18.62,9.06,0
146.bmp,3,77,46.15,5.72,9.48,11.08,12.75,3.76,1
147.bmp,0,14,44.74,-1.95,12.33,12.48,1.83,5.18,1
147.bmp,1,30,44.32,4.24,-33.8,34.07,47.67,6.25,6
147.bmp,2,45,34.65,34.33,24.59,42.22,36.66,1.68,2
147.bmp,3,78,65.25,-7.68,21.3,22.65,10.42,1.73,10
148.bmp,0,11,72.72,-11.84,50.98,52.34,32.81,1.68,4
148.bmp,1,32,42.61,15.45,-32.84,36.3,55.48,5.65,7
148.bmp,2,50,43.84,-3.47,21.06,21.35,3.95,4.67,10
148.bmp,3,77,44.85,-0.7,19.55,19.56,1.54,4.1,10
149.bmp,0,17,56.52,-3.12,24.81,25.01,4.45,4.29,10
149.bmp,1,45,53.43,16.3,43.1,46.08,25.92,2.04,3
149.bmp,2,63,19.07,-5.36,8.62,10.15,15.06,10.83,0
149.bmp,3,80,32.06,25.1,22.66,33.81,24.45,5.31,2
150.bmp,0,25,54.4,-1.05,18.81,18.84,3.84,4.26,10
150.bmp,1,52,29.66,4.88,18.59,19.22,6.55,3.45,1
150.bmp,2,70,39.33,27.3,20.3,34.02,27.71,2.81,2
150.bmp,3,89,37.62,28.98,21.52,36.1,29.31,3.6,2
151.bmp,0,23,64.16,-5,12.35,13.33,3.76,5.16,10
151.bmp,1,39,43.05,29.9,11.94,32.19,33.23,3.55,2
151.bmp,2,59,43.46,3.59,5,6.15,7.91,3.09,1
152.bmp,0,16,68.21,23.01,54.8,59.43,39.64,1.42,3
152.bmp,1,34,65.74,15.14,38.83,41.68,22.24,2.65,3
152.bmp,2,54,64.77,15.98,38.74,41.91,22.76,2.7,3
152.bmp,3,80,65.07,-2.73,22.27,22.44,2.83,6.75,10
153.bmp,0,11,31.18,-5.58,14.98,15.99,8.35,5.38,10
153.bmp,1,39,43.06,13.77,34.25,36.91,32.58,4.44,3
153.bmp,2,58,64.04,-2.34,-7.33,7.69,14.23,5.8,8
153.bmp,3,77,43.29,4.89,-36.5,36.83,44.19,3.33,6
154.bmp,0,14,47.2,-2.12,21.33,21.43,4.7,8.08,10
154.bmp,1,39,36.13,25.7,18.92,31.92,24.39,7.67,2
154.bmp,2,57,16.41,-4.97,16.61,17.34,6.48,6.1,0
154.bmp,3,79,34.41,8.14,13.94,16.14,8,9.51,1
155.bmp,0,17,64.48,-8.05,24.7,25.98,7.35,7.35,10
155.bmp,1,37,16.69,-3.11,1.52,3.46,16.52,0.48,0
155.bmp,2,57,61.4,-6.59,-3.42,7.43,21.35,0.73,8
156.bmp,0,44,48.28,-2.22,11.69,11.9,5.19,3.79,1
156.bmp,1,61,70.34,1.19,-5.08,5.22,11.92,1.28,9
156.bmp,2,78,54.85,3.09,17.52,17.79,11.67,1.37,3
157.bmp,0,8,55.41,-3.66,12.23,12.77,5.61,1.17,10
157.bmp,1,49,48.6,1.16,10.95,11.01,3.92,3.17,1
157.bmp,2,66,70.38,0.81,-3.17,3.27,10.76,2.29,9
157.bmp,3,81,55.58,5.28,18.83,19.55,12.81,1.38,3
158.bmp,0,15,46.72,3.78,23.38,23.68,16.52,1.5,3
158.bmp,1,29,26.84,-3.69,4.19,5.58,4.08,13.14,0
158.bmp,2,43,52.77,-9.81,29.67,31.25,22.81,2.35,4
159.bmp,0,10,77.09,-6.48,51.97,52.37,32.01,2.63,4
159.bmp,1,27,47.25,7.16,-18.01,19.38,40.05,3.64,7
159.bmp,2,49,45.55,31.59,23.88,39.6,26.98,5.47,2
159.bmp,3,69,55.46,-2,22.1,22.19,6.68,5.35,10
160.bmp,0,12,29.76,9.58,17.36,19.83,12.6,3.36,1
160.bmp,1,29,24.19,-5.48,13.14,14.24,16.22,3.54,0
160.bmp,2,50,46.43,35.58,29.89,46.47,33.59,3.01,2
160.bmp,3,75,54.03,-3.33,27.03,27.24,5.43,6.58,10
161.bmp,0,14,24.73,7.03,19.72,20.93,6.16,2.91,1
161.bmp,1,31,17.77,-4.95,11.15,12.2,15.33,3.32,0
161.bmp,2,50,40.89,32.73,26.48,42.1,29.89,4.14,2
161.bmp,3,76,46.22,-4.63,23.28,23.74,7.62,6.96,10
162.bmp,0,17,54.49,22.03,46.59,51.54,29.98,2.79,3
162.bmp,1,35,51.55,15.41,42.88,45.56,22.95,3.09,3
162.bmp,2,54,50.85,17.17,33.44,37.59,17.62,3.07,3
162.bmp,3,85,32.39,2.33,14.3,14.49,9.79,6.29,10
163.bmp,0,13,33.59,7.45,10.08,12.53,7.76,3.43,1
163.bmp,1,35,12.64,-0.64,1.43,1.57,14.76,3.83,0
163.bmp,2,55,28.97,34.09,23.02,41.14,32.59,2.08,2
164.bmp,0,16,78.36,21.28,44.44,49.27,24.48,0.64,3
164.bmp,1,35,77.26,16.66,40.11,43.43,18.22,2.59,3
164.bmp,2,54,75.43,14.38,32.38,35.42,11.04,2.7,3
165.bmp,0,17,58.8,23.42,51.38,56.47,29.68,3.46,3
165.bmp,1,35,56.86,18.26,44.28,47.9,20.97,4.16,3
165.bmp,2,53,55.74,15.86,43.12,45.95,18.48,4.07,3
165.bmp,3,83,37.58,0.77,16.21,16.23,13.49,5.76,10
166.bmp,0,16,67.49,-5.55,30.33,30.83,19.36,1.1,4
166.bmp,1,35,39.11,6.17,2.3,6.59,11.8,6.6,7
166.bmp,2,54,34.38,27.27,15.3,31.26,28.82,3.17,2
166.bmp,3,69,37.56,-1.88,14.03,14.16,2.66,4.42,10
167.bmp,0,15,75.29,25.98,52.62,58.69,29.16,1.52,3
167.bmp,1,33,71.38,15.7,41.08,43.98,13.82,4.99,3
167.bmp,2,52,72.94,13.53,39.75,41.99,11.29,4.14,3
168.bmp,0,13,35.75,6.47,11.25,12.98,4.93,3.34,1
168.bmp,1,33,13.64,-3.09,1.7,3.53,14.05,3.52,0
168.bmp,2,54,27.54,29.72,18.2,34.85,27.22,4.29,2
169.bmp,0,12,50.48,-2.59,-0.12,2.6,22.34,6.08,8
169.bmp,1,30,39.51,38.02,31.61,49.44,38.79,3.82,2
169.bmp,2,48,39.09,35.62,33.88,49.16,37.14,4.95,2
169.bmp,3,76,38.42,-4.95,26.34,26.81,6.91,5.79,10
170.bmp,0,14,28.19,1.27,16.89,16.94,7.41,1.52,10
170.bmp,1,40,39.34,18.62,38.66,42.91,27.19,3.42,3
170.bmp,2,58,22.73,12.88,24.91,28.04,16.4,1.88,1
170.bmp,3,78,34.1,-22.89,17.05,28.54,20.31,2.75,5
171.bmp,0,9,27.23,9.23,31.05,32.39,7.32,3.29,1
171.bmp,1,31,9.5,0.49,10.68,10.69,16.22,10.43,0
171.bmp,2,51,38.6,32.7,25.61,41.54,29.33,7.58,2
171.bmp,3,74,38.63,-0.02,27.1,27.1,3.44,7.09,10
172.bmp,0,12,39.08,-6.46,30.59,31.27,8.37,5.88,10
172.bmp,1,36,26.92,0.86,28.41,28.43,4.84,3.29,1
172.bmp,2,57,52.42,-22.69,20.09,30.31,21.81,3.15,5
172.bmp,3,75,39.67,7.66,-18.95,20.44,43.91,4.26,7
173.bmp,0,14,33.12,-4.45,26.31,26.69,6.04,4.66,10
173.bmp,1,37,28.84,38.8,30.92,49.61,43.97,3.3,2
173.bmp,2,54,23.83,14.3,22.64,26.78,18.31,2.32,1
173.bmp,3,73,36.91,-28.42,16.86,33.05,24.79,3.09,5
174.bmp,0,16,62.09,-4.05,32.48,32.73,10.26,10.56,10
174.bmp,1,40,40.14,37.41,31.8,49.11,43.21,3.95,2
174.bmp,2,58,39.47,40.05,34.21,52.68,46.36,6.25,2
174.bmp,3,77,38.73,6.38,32.49,33.11,15.12,8.01,1
175.bmp,0,12,38.15,24.59,6.06,25.33,50.74,3.79,2
175.bmp,1,33,37.55,9.67,6.38,11.58,46.69,4.07,2
175.bmp,2,47,13.93,-7.53,7.23,10.44,48.23,5.79,0
175.bmp,3,63,13.71,-11.77,16.86,20.56,58.58,14.27,0
175.bmp,4,80,25.99,-6.75,20.52,21.6,61.13,8.29,1
176.bmp,0,12,56.93,14.22,-19.95,24.5,54.68,1.58,7
176.bmp,1,30,41.24,-30.3,23.86,38.56,31.24,6.26,5
176.bmp,2,52,45.51,37.08,38.36,53.35,37.84,3.05,2
177.bmp,0,13,60.82,-3.18,35.02,35.17,7.18,5.65,10
177.bmp,1,41,41.75,7.09,29.25,30.1,4.66,7.41,1
177.bmp,2,60,47.82,31.7,25.52,40.69,29.44,5.56,2
177.bmp,3,76,50.98,26.95,32.39,42.13,24.21,7.6,2
178.bmp,0,15,29.97,-2.39,19.77,19.91,2.18,7.19,10
178.bmp,1,38,29.09,35.2,30.84,46.8,41.22,2.63,2
178.bmp,2,56,56.41,-9.64,57.22,58.03,39.21,4.46,4
178.bmp,3,76,29.22,37.08,31.28,48.51,43.14,2.4,2
179.bmp,0,12,24.32,13.2,20.92,24.74,10.83,2.7,1
179.bmp,1,34,9.6,-1.44,7.7,7.84,16.6,10.57,0
179.bmp,2,54,32.79,34.98,29.62,45.84,32.76,2.75,2
179.bmp,3,74,32.01,0.61,26.5,26.51,3.47,5.44,10
180.bmp,0,13,54.95,-30.77,30.51,43.33,32.41,1.62,5
180.bmp,1,32,52.81,-2.42,-20.7,20.84,49.5,4.94,6
180.bmp,2,52,47.38,4.44,22.75,23.18,6.55,9.14,1
180.bmp,3,79,64.89,-4.72,28.42,28.81,6.3,3.97,10
181.bmp,0,13,30,13.23,29.3,32.14,10.66,4.63,1
181.bmp,1,31,60.9,-4.94,0.69,4.99,31.9,3.49,8
181.bmp,2,51,34.92,9.72,34.89,36.22,7.63,3.84,1
181.bmp,3,75,46.92,-3.2,24.74,24.95,9.15,6.13,10
182.bmp,0,11,47.01,-0.47,33.56,33.57,2.81,5.3,10
182.bmp,1,37,25.51,11.98,29.91,32.22,10.37,6.12,1
182.bmp,2,58,34.65,6.86,-14.49,16.03,46.67,6.16,7
182.bmp,3,77,39.14,34.51,30.86,46.29,32.73,2.47,2
183.bmp,0,6,46.22,-2.17,21.31,21.42,5.27,3.77,10
183.bmp,1,33,36.28,34.5,24.12,42.1,31.55,2.79,2
183.bmp,2,52,12.58,-4.47,6.77,8.11,17.27,2.88,0
183.bmp,3,72,27.44,15.36,21.03,26.04,12.43,1.27,1
184.bmp,0,9,28.05,-1.27,16.25,16.3,1.26,5.91,10
184.bmp,1,31,40.09,24.34,34.64,42.34,32.44,5.25,3
184.bmp,2,52,70.77,-1.62,3.45,3.82,11.56,5.38,9
184.bmp,3,72,43.64,21.84,30.66,37.64,28.08,3.99,3
185.bmp,0,19,44.81,-5.2,30.62,31.06,9.18,8.34,10
185.bmp,1,39,49.48,18.05,50.56,53.69,36.98,5.07,3
185.bmp,2,55,8.26,-5.91,11.06,12.54,10.45,4.92,0
185.bmp,3,78,27.7,18.3,26.75,32.41,23.66,3.24,1
186.bmp,0,15,41.87,-2.06,20.48,20.59,3.36,6.28,10
186.bmp,1,38,48.54,27.14,46.12,53.52,41.96,2.59,3
186.bmp,2,57,67.72,-3.22,-0.25,3.23,17.7,2.24,8
186.bmp,3,76,42.88,6.2,-42.19,42.64,60.42,1.17,6
187.bmp,0,9,85.24,-1.19,0.27,1.22,15.53,4.53,9
187.bmp,1,30,25.82,7.85,24.66,25.88,12.88,4.24,1
187.bmp,2,51,34.16,34.47,23.2,41.55,36.71,5.7,2
187.bmp,3,68,43.2,-1.54,18.66,18.73,2.88,6.08,10
188.bmp,0,11,47.86,-19.87,26.81,33.37,21.31,6.38,5
188.bmp,1,31,25.17,13.47,33.4,36.01,12.8,2.94,1
188.bmp,2,50,8.08,-3.71,12.06,12.62,20.8,8.4,0
188.bmp,3,73,40.19,-2.77,37.54,37.64,6.22,8.9,10
189.bmp,0,11,32.93,14.25,-33.01,35.95,66.07,5.61,7
189.bmp,1,30,42.4,-25.48,32.25,41.1,26.84,4.37,5
189.bmp,2,50,5.44,-3.3,3.99,5.18,28.18,2.46,0
189.bmp,3,72,31.73,-5.52,29.53,30.04,7.24,12.11,10
190.bmp,0,15,35.7,-1.78,28.38,28.43,3.42,7.84,10
190.bmp,1,39,62.26,-8.75,53.38,54.09,26.03,4.26,4
190.bmp,2,59,10.05,-5.64,11.53,12.84,19.26,6.71,0
190.bmp,3,79,31.56,37.52,37.61,53.12,36.96,1.83,2
191.bmp,0,16,55.62,28.77,44.64,53.11,42.76,2.69,3
191.bmp,1,39,51.68,23.2,46.45,51.93,40,1.42,3
191.bmp,2,56,71.25,-8.92,63.38,64,46.64,1.57,4
191.bmp,3,74,46.57,-6.38,24.66,25.47,8.05,3.1,10
192.bmp,0,15,46.69,-4.79,-0.32,4.8,25.31,2.45,8
192.bmp,1,33,38.64,36.34,40.43,54.36,39.67,3.95,2
192.bmp,2,49,38.39,33.25,38.21,50.65,35.97,4.24,2
192.bmp,3,77,33.07,-5.77,26.06,26.69,5.95,5.52,10
193.bmp,0,10,40.69,-2.48,22.55,22.68,6.44,5.97,10
193.bmp,1,36,36.1,-1.81,27.11,27.17,3.6,6.14,10
193.bmp,2,58,36.6,12.02,-28.8,31.21,57.1,4.14,7
193.bmp,3,78,70.29,-9,61.42,62.08,35.72,4.27,4
194.bmp,0,6,38.43,2.22,28.33,28.41,5.37,5.18,1
194.bmp,1,31,66.14,-4.89,2.03,5.3,27.03,2.69,8
194.bmp,2,53,24.61,-6.33,20.33,21.29,9.25,11.83,0
194.bmp,3,71,67.21,-5.41,33.81,34.24,5.33,4.72,10
195.bmp,0,10,44.87,14.46,-29.46,32.82,55.1,1.46,7
195.bmp,1,27,59.7,-26.65,13.71,29.97,28.61,2.78,5
195.bmp,2,44,33.36,8.63,13.74,16.23,13.12,4.4,1
195.bmp,3,78,46.52,-4.63,30.6,30.95,8.36,3.91,10
196.bmp,0,11,53.6,-2.77,35.94,36.04,6.36,9.54,10
